0.025830 ; 0.030923 ; 0.488918 ;      51632 ;      42277 ;       9355 ; 0.447818 ; 0.000000 ;       7451 ;       1054 ;       6397 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.019074 ; 0.022875 ; 0.492088 ;      49125 ;      41836 ;       7289 ; 0.456497 ; 0.000000 ;       6939 ;        885 ;       6054 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.019537 ; 0.023427 ; 0.486213 ;      49357 ;      41562 ;       7795 ; 0.449353 ; 0.000000 ;       7239 ;        928 ;       6311 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.021036 ; 0.025194 ; 0.489803 ;      49723 ;      42070 ;       7653 ; 0.441143 ; 0.000000 ;       7182 ;        875 ;       6307 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.020155 ; 0.024187 ; 0.493226 ;      49770 ;      42074 ;       7696 ; 0.463529 ; 0.000000 ;       6809 ;        850 ;       5959 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.019865 ; 0.023903 ; 0.493097 ;      49800 ;      42085 ;       7715 ; 0.442697 ; 0.000000 ;       6979 ;        890 ;       6089 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.020936 ; 0.025037 ; 0.489567 ;      50299 ;      42319 ;       7980 ; 0.438753 ; 0.000000 ;       7318 ;        898 ;       6420 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.022834 ; 0.027391 ; 0.495171 ;      50800 ;      42349 ;       8451 ; 0.435737 ; 0.000000 ;       7562 ;        957 ;       6605 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.025648 ; 0.030771 ; 0.488438 ;      51194 ;      41991 ;       9203 ; 0.449348 ; 0.000000 ;       7540 ;        997 ;       6543 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
0.029545 ; 0.035465 ; 0.489344 ;      52856 ;      42512 ;      10344 ; 0.479492 ; 0.000000 ;       7628 ;       1024 ;       6604 ; 0.000000 ;  410 ;  288 ;          0 ;          0 ; 0.0000000004420173 ; 0.0000000006420173 ; 0.0000000012218065 ; 0.0000000014314430 ; 0.0000000002761379 ; 0.0000000004761379 ; 0.0000000010843324 ; 0.0000000012843324; 0.00000e+00 ; 1.20000e+03
